Faculty,Subject,Course Number,Credits,Title,Info Link
SB,ENTR,3600,3.00,Business Essentials for Technology Entrepreneurs II,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1486.0.5
ED,ENTR,4000,3.00,Teaching Entrepreneurial Studies in the Intermediate-Senior Divisions - A,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1487.0.5
ED,ENTR,4001,3.00,Teaching Entrepreneurial Studies in the Intermediate-Senior Divisions - B,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1488.0.5
SB,ENTR,4400,3.00,"Field Study: Innovating with Entrepreneurs, Unlocking New Venture Potential",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1489.0.5
SB,ENTR,4500,3.00,Entrepreneurship and Technology Ventures,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1490.0.5
SB,ENTR,4600,3.00,Entrepreneurship and New Venture Creation,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1491.0.5
SB,ENTR,4700,3.00,Financing Growing Ventures,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1492.0.5
SB,ENTR,4800,3.00,Social Entrepreneurship,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1493.0.5
SB,ENTR,4900,3.00,Guided Study: Entrepreneurial Studies-Selected Problems in Entrepreneurial Studies,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1494.0.5
SB,ENTR,4906,3.00,Startup Lab: The Together Mission,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1495.0.5
SB,ENTR,4950,3.00,Managing the Family Enterprise,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1496.0.5
SB,ENTR,6400,3.00,"Field Study: Innovating with Entrepreneurs, Unlocking New Venture Potential",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1497.0.5
SB,ENTR,6500,3.00,Startup Lab: The Together Mission,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1498.0.5
SB,ENTR,6605,3.00,Entrepreneurship and New Firm Creation,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1499.0.5
SB,ENTR,6900,1.50,Individual Study: Selected Problems in Entrepreneurial Studies,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1500.0.5
SB,ENTR,6900,3.00,Individual Study: Selected Problems in Entrepreneurial Studies,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1501.0.5
SB,ENTR,6910,3.00,Venture Capital & Private Equity,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1502.0.5
SB,ENTR,6960,6.00,Mentorship Match: Learning to Innovate with Venture Leaders,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1503.0.5
SC,ENVB,1601,0.00,Research Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1504.0.5
SC,ENVB,1602,0.00,Research Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1505.0.5
SC,ENVB,2050,3.00,Ecology,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1506.0.5
SC,ENVB,2080,3.00,Ecology in Practice - Research Fundamentals in Ecology and Evolution,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1507.0.5
SC,ENVB,2601,0.00,Research Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1508.0.5
SC,ENVB,2602,0.00,Research Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1509.0.5
SC,ENVB,3171,3.00,Population Ecology,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1510.0.5
SC,ENVB,3172,3.00,Community Ecology,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1511.0.5
SC,ENVB,3601,0.00,Research Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1512.0.5
SC,ENVB,3602,0.00,Research Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1513.0.5
SC,ENVB,4000,3.00,Honours Thesis,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1514.0.5
SC,ENVB,4000,8.00,Honours Thesis,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1515.0.5
SC,ENVB,4070,3.00,Behavioural Ecology,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1516.0.5
SC,ENVB,4200,3.00,Selected Readings in Biology,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1517.0.5
SC,ENVB,4601,0.00,Research Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1518.0.5
SC,ENVB,4602,0.00,Research Practicum,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1519.0.5
SC,ENVB,4700,3.00,Current Topics in Environmental Biology,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1520.0.5
EU,ENVS,1010,3.00,Introduction to Environmental Documentaries,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1521.0.5
EU,ENVS,1100,3.00,"The land we're on: Treaties, Art and Environment",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1522.0.5
EU,ENVS,1122,3.00,Artists and writers who change the world: Introduction to Environmental Arts and Humanities,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1523.0.5
EU,ENVS,1210,3.00,"Cities,Regions and Planning in a  Globalizing World",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1524.0.5
EU,ENVS,1300,3.00,Environmental Politics and Justice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1525.0.5
EU,ENVS,1400,3.00,"Foundations of Environmental Management: Policy, Resources and Conservation",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1526.0.5
EU,ENVS,1500,3.00,Introduction to Environmental Science,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1527.0.5
EU,ENVS,2122,3.00,Community Arts for Social Change,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1528.0.5
EU,ENVS,2125,3.00,Popular Education for Environmental and Social Justice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1529.0.5
EU,ENVS,2200,3.00,Foundations of Planning and Politics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1530.0.5
EU,ENVS,2201,3.00,Foundations of Urban Political Ecology,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1531.0.5
EU,ENVS,2327,3.00,In/Humanities: Critical Perspectives on Environmental Justice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1532.0.5
EU,ENVS,2403,3.00,"Solutions: Sustainability, Justice, Transitions",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1533.0.5
EU,ENVS,2410,3.00,"Environmental Governance and Policy: Ideas, Interests and Institutions",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1534.0.5
EU,ENVS,2420,3.00,Ecology and Conservation Science,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1535.0.5
EU,ENVS,2510,3.00,Economics for the Anthropocene,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1536.0.5
EU,ENVS,3010,3.00,Qualitative Methods,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1537.0.5
EU,ENVS,3100,3.00,"Environmental Arts and Media: Skills, Methods, and  Action",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1538.0.5
EU,ENVS,3120,3.00,Environmental History,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1539.0.5
EU,ENVS,3130,3.00,Energy and the Environment in Canada,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1540.0.5
EU,ENVS,3160,3.00,Race/Racism and Environmental Justice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1541.0.5
EU,ENVS,3222,3.00,Urban and Regional Infrastructures: A Critical Introduction,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1542.0.5
EU,ENVS,3227,3.00,Urban planning and politics in the Global South,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1543.0.5
EU,ENVS,3228,3.00,Doing Urban Research: Theory and Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1544.0.5
EU,ENVS,3340,3.00,Global Environmental Politics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1545.0.5
EU,ENVS,3400,3.00,Introduction to Climate Change Science and Policy,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1546.0.5
EU,ENVS,3401,3.00,The Science of Pollution: Impacts on the Environment and Human Health,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1547.0.5
EU,ENVS,3405,3.00,Ecosystem Services,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1548.0.5
EU,ENVS,3430,3.00,Environmental Assessment,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1549.0.5
EU,ENVS,3505,3.00,Business and Sustainability: Issues and Strategies,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1550.0.5
EU,ENVS,3511,3.00,Ecological Economics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1551.0.5
EU,ENVS,3800C,3.00,"Digital Worlds and Urban Futures: Cities, Technology, and Justice",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1552.0.5
EU,ENVS,3891,3.00,The Nature of Cities: The History of Urban Environments in North America,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1553.0.5
EU,ENVS,3900,3.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1554.0.5
EU,ENVS,3900,6.00,Directed Reading,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1555.0.5
ED,ENVS,4000,3.00,Teaching Environmental Science in the Intermediate-Senior Divisions - A,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1556.0.5
EU,ENVS,4000,6.00,Senior Honours Work Seminar,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1557.0.5
ED,ENVS,4001,3.00,Teaching Environmental Science in the Intermediate-Senior Divisions - B,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1558.0.5
EU,ENVS,4001,3.00,Field Placement Course,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1559.0.5
EU,ENVS,4001,6.00,Field Placement Course,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1560.0.5
EU,ENVS,4003,3.00,Inter-disciplinary Capstone Project (C4),https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1561.0.5
EU,ENVS,4003,6.00,Inter-disciplinary Capstone Project (C4),https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1562.0.5
EU,ENVS,4011,3.00,"Food, Land and Culture",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1563.0.5
EU,ENVS,4111,3.00,Biodiversity,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1564.0.5
EU,ENVS,4140,3.00,Nature and Culture: Environmental Thought,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1565.0.5
EU,ENVS,4220,3.00,Urbanization in the Global South,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1566.0.5
EU,ENVS,4221,3.00,Urban Consulting Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1567.0.5
EU,ENVS,4223,3.00,Global Cities,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1568.0.5
EU,ENVS,4225,3.00,Designing Sustainable Cities,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1569.0.5
EU,ENVS,4227,3.00,Urban Environmental Risk and Resilience,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1570.0.5
EU,ENVS,4300,3.00,Queer of Colour Art and Activism in the City,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1571.0.5
EU,ENVS,4311,3.00,Indigenous Environmental Justice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1572.0.5
EU,ENVS,4326,3.00,Arts and Culture in Cities,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1573.0.5
EU,ENVS,4350,3.00,Climate Justice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1574.0.5
EU,ENVS,4351,3.00,"Peasant Studies in the Global South: Peasants, Food, Nature and Wellbeing",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1575.0.5
EU,ENVS,4400,3.00,"Principles of renewable energy: theory, policy and practice",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1576.0.5
EU,ENVS,4402,3.00,Climate Change Mitigation,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1577.0.5
EU,ENVS,4430,3.00,Impact  Assessment Process & Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1578.0.5
EU,ENVS,4440,3.00,Environmental Disasters,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1579.0.5
EU,ENVS,4447,3.00,Northern Ecosystems: A Natural History of Arctic Regions,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1580.0.5
EU,ENVS,4523,3.00,"Systems Thinking: How everything is connected to everything else, and what to do about it",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1581.0.5
EU,ENVS,4800Q,3.00,Land and Urban Development,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1582.0.5
EU,ENVS,4900,3.00,Directed Study,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1583.0.5
EU,ENVS,4900,6.00,Directed Study,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1584.0.5
GS,ENVS,5011,3.00,"Food, Land, and Culture",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1585.0.5
GS,ENVS,5021,3.00,Urban Development Processes,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1586.0.5
GS,ENVS,5050,3.00,"Fundamentals of Renewable Energy: Theory, Policy and Practice",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1587.0.5
GS,ENVS,5055,3.00,Climate Justice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1588.0.5
GS,ENVS,5100,3.00,Interdisciplinary Research in Environmental Studies,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1589.0.5
GS,ENVS,5112,3.00,Ecology In Environmental Studies,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1590.0.5
GS,ENVS,5115,3.00,Ecological Economics,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1591.0.5
GS,ENVS,5121,3.00,Perspectives in Planning,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1592.0.5
GS,ENVS,5178,3.00,"Environmental Policy: Institutions, Ideas and Interests",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1593.0.5
GS,ENVS,5475,3.00,"Economic Geographies: Capital, Labour and Space",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1594.0.5
GS,ENVS,6102,3.00,MES Research Proposal,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1595.0.5
GS,ENVS,6121,3.00,"Community, Energy and Planning",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1596.0.5
GS,ENVS,6124,3.00,Urban-Regional Planning: International and Comparative Perspectives,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1597.0.5
GS,ENVS,6126,3.00,Community Planning and Housing,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1598.0.5
GS,ENVS,6128,3.00,Transportation Policy and Planning,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1599.0.5
GS,ENVS,6131,3.00,Environmental Planning,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1600.0.5
GS,ENVS,6150,3.00,Popular Education for Social Change,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1601.0.5
GS,ENVS,6152,3.00,"Indigenous Research, Ethics and Methods",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1602.0.5
GS,ENVS,6156,3.00,Critical Theories of International Development,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1603.0.5
GS,ENVS,6165,3.00,Land Use Planning Law,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1604.0.5
GS,ENVS,6173,3.00,Politics and Planning,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1605.0.5
GS,ENVS,6180,3.00,The Circular Economy: Sustainable Waste Management and Systems Design,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1606.0.5
GS,ENVS,6182,3.00,"Environmental Analytics:  Data, Models and Methods",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1607.0.5
GS,ENVS,6183,3.00,Qualitative Research Methods,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1608.0.5
GS,ENVS,6300,3.00,"Convergences, Disparities, and Fault lines: Research in Latin American and Caribbean Studies",https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1609.0.5
GS,ENVS,6331,3.00,Planning in Toronto Workshop,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1610.0.5
GS,ENVS,6348,3.00,Cultural Production Workshop: Performance-Based Practice,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1611.0.5
GS,ENVS,6401,3.00,Disasters: Concepts and Causes,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1612.0.5
GS,ENVS,6599,3.00,Individual Directed Study,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1613.0.5
GS,ENVS,6599,6.00,Individual Directed Study,https://w2prod.sis.yorku.ca/Apps/WebObjects/cdm.woa/2/wo/GkoHlZbzeBBzS5EyViCLG0/6.3.10.8.3.1614.0.5
